Time1,ECG,Time2,PPG
479.906,-186,356.271,-1951
479.914,-55,356.277,-1857
479.921,0,356.283,-2056
479.929,-41,356.288,-1950
479.937,-39,356.294,-1895
479.944,-62,356.3,-1849
479.952,-105,356.305,-1622
479.96,-96,356.311,-1690
479.968,-64,356.317,-1396
479.975,-29,356.322,-1140
479.983,-25,356.329,-1019
479.991,-46,356.335,-830
479.998,-36,356.341,-780
480.006,0,356.346,-513
480.014,48,356.352,-387
480.021,87,356.358,-246
480.029,64,356.363,52
480.037,-27,356.369,203
480.044,-103,356.375,314
480.052,-80,356.381,445
480.06,-20,356.386,660
480.068,-2,356.392,719
480.075,-11,356.398,907
480.083,-57,356.403,1065
480.091,-78,356.409,1146
480.098,-55,356.415,1202
480.106,-55,356.42,1268
480.114,-59,356.426,1474
480.121,-69,356.432,1435
480.129,-96,356.437,1585
480.137,-87,356.443,1559
480.144,-50,356.449,1790
480.152,-4,356.454,1654
480.16,20,356.46,1826
480.168,-9,356.466,1842
480.175,-27,356.471,1898
480.183,9,356.477,1940
480.191,57,356.483,1940
480.198,94,356.488,1956
480.206,96,356.494,2158
480.214,48,356.5,2140
480.222,-6,356.506,2061
480.229,18,356.511,2318
480.237,85,356.517,2517
480.245,99,356.523,2559
480.252,110,356.528,2596
480.26,133,356.534,2683
480.268,124,356.54,2809
480.275,147,356.545,2891
480.283,177,356.551,2924
480.291,149,356.557,3045
480.299,105,356.562,3070
480.306,80,356.568,3269
480.314,82,356.574,3335
480.322,62,356.579,3493
480.329,-23,356.586,3594
480.337,-105,356.592,3690
480.345,-204,356.598,3747
480.352,-359,356.603,3840
480.36,-423,356.609,4041
480.368,-248,356.615,4111
480.375,172,356.62,4308
480.383,591,356.626,4298
480.391,409,356.632,4449
480.399,-432,356.637,4635
480.406,-803,356.643,4635
480.414,-313,356.649,4714
480.422,-34,356.654,4832
480.429,-149,356.66,4840
480.437,-92,356.666,4871
480.445,-13,356.671,4835
480.452,-39,356.677,4629
480.46,-2,356.683,4503
480.468,69,356.689,4182
480.475,101,356.694,3974
480.483,108,356.7,3661
480.491,119,356.706,3307
480.499,110,356.711,2754
480.506,82,356.717,2325
480.514,96,356.723,1797
480.522,85,356.728,1331
480.529,36,356.734,972
480.537,6,356.74,598
480.545,-16,356.745,138
480.552,6,356.751,-250
480.56,57,356.757,-463
480.568,36,356.762,-963
480.575,-32,356.768,-1210
480.583,-71,356.774,-1421
480.591,-48,356.779,-1554
480.599,-23,356.785,-1718
480.606,-32,356.791,-1812
480.614,-48,356.796,-2064
480.622,-80,356.802,-2030
480.629,-112,356.808,-1945
480.637,-115,356.814,-1956
480.645,-112,356.819,-1970
480.652,-94,356.826,-2005
480.66,-80,356.832,-1917
480.668,-85,356.838,-1731
480.675,-66,356.843,-1634
480.683,-55,356.849,-1381
480.691,-39,356.855,-1292
480.699,-23,356.86,-1083
480.706,-71,356.866,-930
480.714,-119,356.872,-647
480.722,-99,356.878,-552
480.729,-64,356.883,-465
480.737,-39,356.889,-253
480.745,-9,356.895,16
480.752,11,356.9,166
480.76,18,356.906,299
480.768,32,356.912,376
480.775,50,356.917,459
480.783,25,356.923,567
480.791,16,356.929,703
480.799,57,356.934,912
480.806,78,356.94,1121
480.814,82,356.946,1116
480.822,78,356.951,1219
480.829,52,356.957,1165
480.837,-34,356.963,1165
480.845,-184,356.968,1387
480.853,-218,356.974,1346
480.86,-149,356.98,1397
480.868,-140,356.985,1381
480.876,-161,356.991,1554
480.883,-179,356.997,1643
480.891,-73,357.003,1632
480.899,317,357.008,1567
480.906,608,357.014,1552
480.914,147,357.02,1762
480.922,-610,357.025,1794
480.929,-580,357.031,1889
480.937,-117,357.037,1987
480.945,-80,357.042,2107
480.953,-154,357.048,2215
480.96,-59,357.054,2306
480.968,-25,357.059,2273
480.976,-32,357.065,2546
480.983,0,357.071,2545
480.991,46,357.076,2619
480.999,80,357.082,2721
481.006,94,357.088,2798
481.014,131,357.093,2907
481.022,158,357.099,3096
481.029,138,357.105,3228
481.037,138,357.11,3303
481.045,165,357.116,3331
481.053,161,357.123,3465
481.06,105,357.129,3625
481.068,25,357.134,3643
481.076,-43,357.14,3833
481.083,-59,357.146,3911
481.091,-34,357.151,4136
481.099,-25,357.157,4229
481.106,-36,357.163,4219
481.114,-27,357.169,4449
481.122,-27,357.174,4426
481.129,-34,357.18,4644
481.137,-41,357.186,4518
481.145,-78,357.191,4567
481.153,-101,357.197,4405
481.16,-105,357.203,4311
481.168,-105,357.208,3975
481.176,-76,357.214,3718
481.183,-57,357.22,3332
481.191,-55,357.225,2978
481.199,-39,357.231,2435
481.206,-23,357.237,2126
481.214,9,357.242,1630
481.222,43,357.248,1214
481.229,57,357.254,716
481.237,43,357.259,243
481.245,-2,357.265,-88
481.253,-46,357.271,-527
481.26,-36,357.276,-1046
481.268,-13,357.282,-1392
481.276,-36,357.288,-1580
481.283,-82,357.294,-1883
481.291,-71,357.299,-2031
481.299,-29,357.305,-2250
481.306,0,357.311,-2528
481.314,52,357.316,-2567
481.322,92,357.322,-2701
481.329,92,357.328,-2683
481.337,85,357.333,-2830
481.345,18,357.339,-2714
481.353,-50,357.345,-2744
481.36,-29,357.35,-2795
481.368,6,357.356,-2622
481.376,-16,357.363,-2540
481.384,-80,357.369,-2423
481.391,-105,357.374,-2329
481.399,-92,357.38,-2124
481.407,-46,357.386,-2024
481.414,195,357.391,-1912
481.422,605,357.397,-1718
481.43,656,357.403,-1603
481.437,-32,357.408,-1314
481.445,-674,357.414,-1080
481.453,-426,357.42,-840
481.46,-32,357.425,-748
481.468,-124,357.431,-534
481.476,-186,357.437,-535
481.484,-76,357.442,-368
481.491,-41,357.448,-142
481.499,-29,357.454,-14
481.507,16,357.46,40
481.514,29,357.465,266
481.522,-9,357.471,352
481.53,-2,357.477,397
481.537,62,357.482,385
481.545,101,357.488,659
481.553,126,357.494,561
481.56,135,357.499,661
481.568,140,357.505,666
481.576,186,357.511,783
481.584,230,357.516,821
481.591,246,357.522,746
481.599,234,357.528,952
481.607,147,357.533,1140
481.614,59,357.539,1221
481.622,34,357.545,1257
481.63,32,357.55,1230
481.637,25,357.556,1378
481.645,6,357.562,1384
481.653,-46,357.567,1603
481.66,-96,357.573,1613
481.668,-105,357.579,1749
481.676,-94,357.585,1780
481.684,-103,357.59,1883
481.691,-112,357.596,2032
481.699,-133,357.602,1983
481.707,-145,357.607,2159
481.714,-103,357.614,2271
481.722,-64,357.62,2598
481.73,-46,357.625,2584
481.737,-32,357.631,2727
481.745,-52,357.637,2804
481.753,-48,357.643,2943
481.76,-32,357.648,3059
481.768,-71,357.654,3246
481.776,-96,357.66,3427
481.784,-110,357.665,3508
481.791,-172,357.671,3692
481.799,-188,357.677,3893
481.807,-126,357.682,3881
481.814,-69,357.688,4127
481.822,-39,357.694,4100
481.83,-18,357.699,4206
481.837,-27,357.705,4290
481.845,-92,357.711,4154
481.853,-140,357.716,4189
481.86,-119,357.722,3960
481.868,-85,357.728,3784
481.876,-89,357.733,3548
481.884,-108,357.739,3240
481.891,-71,357.745,2793
481.899,-13,357.75,2467
481.907,16,357.756,2051
481.915,46,357.762,1390
481.922,23,357.768,1003
481.93,29,357.773,566
481.938,313,357.779,60
481.945,769,357.785,-282
481.953,824,357.79,-863
481.961,112,357.796,-1166
481.968,-584,357.802,-1598
481.976,-426,357.807,-1848
481.984,-64,357.813,-2144
481.991,-119,357.819,-2301
481.999,-179,357.824,-2555
482.007,-103,357.83,-2669
482.015,-124,357.836,-2771
482.022,-184,357.841,-2940
482.03,-126,357.847,-2963
482.038,-50,357.854,-3089
482.045,-32,357.86,-3094
482.053,0,357.865,-3150
482.061,18,357.871,-3053
482.068,13,357.877,-3014
482.076,59,357.882,-2824
482.084,112,357.888,-2714
482.091,154,357.894,-2663
482.099,186,357.899,-2367
482.107,193,357.905,-2267
482.115,204,357.911,-2149
482.122,218,357.916,-1924
482.13,234,357.922,-1767
482.138,257,357.928,-1527
482.145,228,357.934,-1313
482.153,135,357.939,-1260
482.161,66,357.945,-1097
482.168,52,357.951,-827
482.176,18,357.956,-551
482.184,-57,357.962,-436
482.191,-101,357.968,-393
482.199,-133,357.973,-206
482.207,-175,357.979,-104
482.215,-165,357.985,15
482.222,-140,357.99,179
482.23,-128,357.996,362
482.238,-122,358.002,418
482.245,-133,358.007,568
482.253,-149,358.013,558
482.261,-181,358.019,667
482.268,-193,358.024,766
482.276,-156,358.03,897
482.284,-145,358.036,935
482.291,-152,358.041,1024
482.299,-142,358.047,1163
482.307,-135,358.053,1221
482.315,-99,358.059,1149
482.322,-87,358.064,1271
482.33,-145,358.07,1444
482.338,-179,358.076,1516
482.345,-184,358.081,1627
482.353,-223,358.087,1701
482.361,-241,358.093,1722
482.368,-188,358.099,1831
482.376,-156,358.105,2041
482.384,-168,358.111,2126
482.391,-149,358.117,2174
482.399,-112,358.122,2269
482.407,-82,358.128,2373
482.415,-46,358.134,2382
482.422,-29,358.139,2479
482.43,-9,358.145,2749
482.438,11,358.151,2978
482.445,2,358.156,2941
482.453,96,358.162,3054
482.461,430,358.168,3186
482.469,833,358.173,3299
482.476,725,358.179,3509
482.484,-62,358.185,3613
482.492,-462,358.19,3748
